customer_id,name,phone,registration_date,city,quartier,loyalty_score,profile
CUST10115,Gisèle oumarou,688461803,2021-04-22,Yaounde,Emana,43.3,Actif
CUST11193,Nadège NDJOCK,669287967,2021-04-26,Yaounde,Elig-Edzoa,74.4,Actif
CUST10423,Flore CAMARA,658942697,2021-04-27,Douala,Nkolmesseng,34.5,Actif
CUST10908,Thierry NKOUAM,691823275,2021-04-27,Bafoussam,Bamendzi,31.6,Actif
CUST11095,COULIBALY Christelle,653188224,2021-04-27,Yaounde,Nkol-Eton,80.7,Actif
CUST17153,céline NJIEMOUN,636619372,2021-04-28,Bafoussam,Tougang,27.5,Actif
CUST11338,Nadine FOMEKONG,647028180,2021-04-29,Douala,Ndogpassi,49.9,Actif
CUST10510,Larissa NDOUMBE,699508850,2021-04-29,Yaounde,Jouvence,8.6,Actif
CUST10321,Fatima ESSOH,686460539,2021-04-29,Bafoussam,Centre Ville,19.8,Actif
CUST10571,Boubacar COULIBALY,642747037,2021-05-01,Douala,PK12,10.6,Inactif / Occasionnel
CUST11174,Hawa OUMAROU,661344226,2021-05-02,Yaounde,Mendong,49.2,Actif
CUST11643,DIALLO Rémi,644355473,2021-05-02,Yaounde,Emana,27.9,Actif
CUST11157,MAHAMADOU Modibo,616172803,2021-05-02,Bafoussam,Kamkop,21.3,Actif
CUST10068,BOUKAR Céline,670855700,2021-05-03,Yaounde,Mendong,12.4,Actif
CUST11884,THIERRY BIYA,650419829,2021-05-03,Douala,PK8,100.0,Actif
CUST11978,Raoul NDJOCK,659394697,2021-05-04,Douala,Bali,57.2,Actif
CUST11747,Didier NDOUMBE,651638598,2021-05-04,Bafoussam,Ngouache,61.8,Inactif / Occasionnel
CUST10543,Rémi ndjock,698429450,2021-05-04,Douala,Beedi,21.0,Actif
CUST11259,GHISLAIN NJIEMOUN,649613214,2021-05-07,Bafoussam,Centre Ville,9.8,Actif
CUST11433,YVETTE ENGOLO,667740376,2021-05-07,Yaounde,Nlongkak,43.7,Actif
CUST10652,Sandrine COULIBALY,639450273,2021-05-08,Douala,Village,66.6,Actif
CUST11924,Marcel NDONGO,662405812,2021-05-10,Douala,Logbessou,20.2,Actif
CUST10791,Sophie DIBOTI,655679506,2021-05-10,Douala,Cité des Palmiers,24.2,Actif
CUST10100,Chancelle mbassi,686125617,2021-05-10,Douala,Kotto,39.9,Actif
CUST17244,Luc BALENG,662191530,2021-05-12,Douala,Bonabéri,34.9,Actif
CUST10860,Paul ndikum,649209916,2021-05-13,Douala,Makepe,57.4,Actif
CUST11969,Laure MBOCK,696825515,2021-05-14,Yaounde,Nlongkak,47.5,Actif
CUST11022,Lydie FOFANA,617275149,2021-05-16,Bafoussam,Centre Ville,42.2,Actif
CUST10240,Norbert BARRY,622660194,2021-05-17,Yaounde,Nkomo,49.0,Actif
CUST10308,Paul BALENG,677491435,2021-05-17,Douala,Village,40.4,Actif
CUST10260,Oumar BARKA,670211891,2021-05-18,Yaounde,Emana,45.8,Actif
CUST11742,CÉLINE ATEBA,620939011,2021-05-18,Douala,Yassa,44.3,Actif
CUST11066,KAMGA Marcel,629413516,2021-05-18,Yaounde,Nkomo,52.4,Actif
CUST11324,KEITA Gaston,614391105,2021-05-19,Douala,Bonamoussadi,54.3,Actif
CUST10556,Isabelle NDONGO,629777514,2021-05-20,Douala,Bonanjo,43.46415432929565,Actif
CUST11674,BORIS NTONGO,657236885,2021-05-22,Douala,Ndogpassi,8.7,Actif
CUST11295,Romain DAWA,650559278,2021-05-22,Douala,Logbessou,7.9,Actif
CUST10817,TOURE Oumar,688055069,2021-05-23,Douala,Cité des Palmiers,37.8,Actif
CUST11696,Bertille oumarou,686726461,2021-05-25,Douala,Ndokotti,61.0,Actif
CUST11102,FOTSO Franck,615858241,2021-05-25,Douala,Bonapriso,18.9,Actif
CUST10504,Marie MVONDO,652133044,2021-05-25,Douala,Nkolmesseng,62.4,Actif
CUST11012,Vanessa ASSOUMOU,643876400,2021-05-26,Bafoussam,Tougang,43.46415432929565,Actif
CUST10225,ALI Margot,679008866,2021-05-26,Douala,Cité des Palmiers,74.9,Actif
CUST11645,Sophie ekani,633286644,2021-05-27,Douala,Akwa,43.46415432929565,Actif
CUST10320,TCHAMBA Hawa,626090908,2021-05-28,Yaounde,Etoudi,18.8,Actif
CUST10616,Christian MBARGA,655076693,2021-05-28,Bafoussam,Bamougoum,38.1,Actif
CUST11974,ORNELLA KOUAM,698010774,2021-05-29,Douala,Bepanda,28.6,Actif
CUST10661,Rodrigue onana,632151928,2021-05-29,Douala,Deido,14.3,Actif
CUST10842,DIALLO Boubacar,689133014,2021-05-29,Bafoussam,Ngouache,51.2,Inactif / Occasionnel
CUST11202,Kevin sow,636738452,2021-05-30,Douala,Mboppi,48.8,Actif
CUST17311,régine NDOUMBE,669023966,2021-06-01,Douala,Makepe,43.46415432929565,Inactif / Occasionnel
CUST10434,CONSTANT ABENA,630743797,2021-06-01,Yaounde,Emana,100.0,Actif
CUST11405,Nadège NGONO,614180968,2021-06-02,Yaounde,Madagascar,42.3,Actif
CUST17252,ETOA Djeneba,668614462,2021-06-03,Douala,Bepanda,35.8,Actif
CUST11035,Suzanne BELLO,648658617,2021-06-03,Yaounde,Santa Barbara,20.2,Actif
CUST10162,MARGOT TSIMI,636697396,2021-06-05,Yaounde,Jouvence,74.6,Actif
CUST11939,Saidou MAHAMADOU,688101741,2021-06-05,Douala,Ndokotti,50.3,Actif
CUST10812,ALI Régine,639742165,2021-06-06,Douala,Bonamoussadi,25.4,Actif
CUST11115,ALINE BILONG,654559574,2021-06-06,Bafoussam,Ngouache,43.46415432929565,Actif
CUST11921,FLORE MENDO,678131950,2021-06-08,Douala,Nyalla,12.5,Actif
CUST10097,SERGE MENDO,645935572,2021-06-09,Bafoussam,Ngouache,54.9,Inactif / Occasionnel
CUST11450,THIERRY COULIBALY,667279295,2021-06-10,Yaounde,Melen,61.0,Actif
CUST11730,SYLVAIN NGWA,654915875,2021-06-10,Yaounde,Mendong,100.0,Inactif / Occasionnel
CUST10387,Sandrine BILONG,637326368,2021-06-10,Douala,Kotto,45.8,Actif
CUST11404,Nadège KONE,696347724,2021-06-10,Yaounde,Mimboman,19.3,Inactif / Occasionnel
CUST10612,HAWA NDOUMBE,620399639,2021-06-10,Yaounde,Essos,78.2,Actif
CUST10936,Sandrine BOUKAR,693893865,2021-06-11,Douala,Bali,36.4,Inactif / Occasionnel
CUST10145,ALAIN MAHAMADOU,655657579,2021-06-11,Douala,PK8,43.8,Inactif / Occasionnel
CUST10013,Nadine ISSA,613999315,2021-06-14,Bafoussam,Baham-Route,39.0,Actif
CUST10297,Nadine MVONDO,649823450,2021-06-14,Yaounde,Mendong,49.9,Actif
CUST11689,Christelle etoa,678057490,2021-06-15,Yaounde,Messa,24.5,Inactif / Occasionnel
CUST11527,Jean ndzana,660491958,2021-06-15,Douala,Nyalla,100.0,Actif
CUST11837,BILONG Aminata,646613428,2021-06-15,Bafoussam,Bamougoum,82.2,Actif
CUST10491,Abdou MBARGA,644188276,2021-06-15,Douala,PK12,62.7,Actif
CUST11548,EKOTTO Sophie,675184410,2021-06-16,Yaounde,Bastos,31.6,Inactif / Occasionnel
CUST17295,OYONO Patricia,648250360,2021-06-17,Yaounde,Mvog-Mbi,89.3,Actif
CUST10462,ENGOLO Aïcha,654058573,2021-06-18,Yaounde,Biyem-Assi,68.2,Actif
CUST11589,Moussa HASSAN,699663907,2021-06-18,Yaounde,Madagascar,34.6,Actif
CUST17110,NGONO Prosper,666431351,2021-06-19,Douala,Cité des Palmiers,66.2,Actif
CUST10490,YAYA Viviane,635511941,2021-06-19,Douala,Cité des Palmiers,18.8,Actif
CUST10663,Pauline ELA,627129912,2021-06-19,Douala,Mboppi,58.2,Actif
CUST10695,Honoré feudjio,656970882,2021-06-20,Yaounde,Briqueterie,33.5,Actif
CUST10889,RODRIGUE GARBA,643311626,2021-06-20,Douala,Bonabéri,43.46415432929565,Inactif / Occasionnel
CUST11486,Cyrille MBARGA,630767532,2021-06-20,Douala,PK8,43.46415432929565,Actif
CUST10153,ROMAIN ISSA,677187530,2021-06-20,Bafoussam,Pefura,68.3,Actif
CUST11829,BALDE Khadija,659823245,2021-06-21,Yaounde,Etoudi,100.0,Actif
CUST11412,KOLLO Raoul,669533928,2021-06-21,Bafoussam,Mossap,43.46415432929565,Actif
CUST11505,Gisèle NKOUAM,691737913,2021-06-22,Douala,Ndogpassi,17.7,Actif
CUST12001,Jean ESSAMA,654012664,2021-06-22,Bafoussam,Djeleng,34.1,Actif
CUST11390,Franck FOUDA,670166480,2021-06-22,Douala,PK8,57.1,Actif
CUST10399,MARCEL NDZANA,610475894,2021-06-22,Douala,Village,50.6,Actif
CUST11946,Ibrahim BIYA,696274567,2021-06-22,Yaounde,Nlongkak,40.3,Actif
CUST17260,didier KOLLO,615684813,2021-06-23,Douala,Ndogpassi,48.0,Actif
CUST10882,Armelle TOURE,694482772,2021-06-23,Bafoussam,Baham-Route,53.8,Inactif / Occasionnel
CUST17115,OUMAR DJOUMESSI,688458327,2021-06-25,Bafoussam,Bamougoum,32.8,Actif
CUST10474,Romain OYONO,645059710,2021-06-26,Douala,Bepanda,34.9,Actif
CUST11453,EDITH KENFACK,644210729,2021-06-26,Douala,Bonapriso,43.46415432929565,Actif
CUST10497,Solange BOUKAR,636445607,2021-06-27,Yaounde,Elig-Edzoa,100.0,Inactif / Occasionnel
CUST17269,TCHIEMEGNI CARINE,611037490,2021-06-27,Yaounde,Obili,42.8,Actif
CUST10831,Serge tsimi,640942292,2021-06-29,Yaounde,Omnisport,58.1,Actif
CUST17324,Carine NGWA,618770247,2021-06-29,Douala,Nkolmesseng,33.5,Actif
CUST10516,Abdou NDZANA,627084279,2021-06-29,Yaounde,Biyem-Assi,55.0,Actif
CUST11183,Kevin TEGUIA,644088261,2021-06-29,Yaounde,Messa,52.2,Actif
CUST10827,Pauline NGANSO,670900658,2021-06-30,Douala,Ndogpassi,100.0,Actif
CUST11608,ERIC ESSAMA,612799319,2021-07-01,Bafoussam,Lekie,16.3,Actif
CUST10990,Evelyne essama,695199362,2021-07-04,Douala,Akwa,46.1,Actif
CUST10161,Stéphane NDOUMBE,691734598,2021-07-06,Douala,Ndog-Bong,31.3,Actif
CUST11335,NTONGO Marie,658140388,2021-07-07,Yaounde,Briqueterie,22.8,Actif
CUST10867,ALI Djeneba,648163378,2021-07-07,Douala,Ndog-Bong,69.2,Actif
CUST11889,Suzanne MAROUF,695758649,2021-07-07,Bafoussam,Kamkop,49.3,Actif
CUST11002,Abdou NDOUMBE,665250068,2021-07-08,Bafoussam,Tougang,68.8,Actif
CUST10231,KOUAM Khadija,682374753,2021-07-08,Bafoussam,Baham-Route,54.4,Actif
CUST10746,Thierry MINLO,619255216,2021-07-09,Douala,Akwa,41.5,Inactif / Occasionnel
CUST11229,Prosper TEGUIA,693334601,2021-07-09,Bafoussam,Baham-Route,43.46415432929565,Actif
CUST12082,Therese KOUYATE,683819367,2021-07-10,Douala,Mboppi,66.1,Actif
CUST12016,Alain DAWA,646850196,2021-07-10,Yaounde,Ngoa-Ekele,100.0,Actif
CUST11036,Mariama ESSAMA,668802946,2021-07-11,Yaounde,Messa,32.8,Actif
CUST11139,Yvette tamba,675491202,2021-07-12,Yaounde,Santa Barbara,18.1,Actif
CUST11642,KEVIN MBARGA,629655410,2021-07-12,Douala,Village,53.1,Actif
CUST11487,Solange IBRAHIM,698145654,2021-07-13,Yaounde,Nlongkak,36.3,Actif
CUST10949,KOUYATE Gaston,618004482,2021-07-14,Yaounde,Ngoa-Ekele,67.5,Actif
CUST10346,Sophie belinga,619736572,2021-07-15,Bafoussam,Tougang,46.5,Actif
CUST11270,Jean KEITA,662958901,2021-07-19,Yaounde,Obili,34.9,Actif
CUST10456,Gaston DJOUMESSI,640547349,2021-07-19,Douala,Makepe,24.0,Actif
CUST10982,Sandrine OUMAROU,673149551,2021-07-19,Douala,Kotto,68.0,Actif
CUST11709,Boris TALLA,677719420,2021-07-20,Douala,New-Bell,34.2,Actif
CUST10029,Ghislain KOLLO,610872248,2021-07-20,Douala,Yassa,47.5,Actif
CUST11902,Wilfried KONE,629270557,2021-07-20,Yaounde,Efoulan,51.4,Actif
CUST11349,Christelle ndikum,616788532,2021-07-21,Douala,Mboppi,57.3,Actif
CUST11981,FATIMA MINLO,669020451,2021-07-21,Douala,Bali,23.6,Actif
CUST10501,Astride feze,699152472,2021-07-22,Douala,Ndokotti,61.2,Actif
CUST11797,Rodrigue BARRY,668743530,2021-07-23,Douala,Beedi,9.5,Actif
CUST11188,Bernard NKODO,672445234,2021-07-23,Douala,Yassa,17.5,Actif
CUST12036,Solange nkodo,661385847,2021-07-23,Douala,PK8,16.2,Actif
CUST11143,Joëlle KOLLO,619183277,2021-07-23,Douala,Mboppi,28.8,Actif
CUST11535,Bertille TCHIEMEGNI,686181117,2021-07-24,Douala,Bonamoussadi,84.9,Actif
CUST10824,OUMAR ESSAMA,683871890,2021-07-24,Bafoussam,Ndiengdam,35.8,Actif
CUST11986,Rémi mendo,676776459,2021-07-24,Douala,Village,4.8,Actif
CUST11185,Aline TOURE,644269370,2021-07-24,Douala,Makepe,61.3,Actif
CUST12079,Sandrine MONGO,699635939,2021-07-24,Douala,Mboppi,45.6,Actif
CUST12005,Didier DAWA,669849800,2021-07-26,Yaounde,Obili,75.5,Actif
CUST10313,Gustave GARBA,620752378,2021-07-26,Yaounde,Mvog-Mbi,43.46415432929565,Actif
CUST10560,FEUDJIO Patrick,673771720,2021-07-26,Bafoussam,Baham-Route,30.1,Actif
CUST11611,NJIEMOUN Serge,692963368,2021-07-26,Yaounde,Efoulan,43.46415432929565,Actif
CUST10916,Solange mengue,631079846,2021-07-27,Bafoussam,Djeleng,32.1,Inactif / Occasionnel
CUST11047,OUMAR MAHAMADOU,684121929,2021-07-28,Douala,Bali,20.8,Actif
CUST11285,Rodrigue KOUYATE,613358751,2021-07-30,Yaounde,Santa Barbara,72.3,Actif
CUST11750,Evelyne TSIMI,662607710,2021-07-30,Douala,Logbessou,66.4,Actif
CUST11896,EKANI Boris,681947921,2021-07-31,Douala,Bepanda,40.6,Actif
CUST10619,OUMAROU Joëlle,620814950,2021-08-01,Yaounde,Santa Barbara,12.6,Actif
CUST10305,Astride mbassi,616729990,2021-08-03,Douala,Ndog-Bong,58.8,Inactif / Occasionnel
CUST12091,Régine WAMBA,640097200,2021-08-04,Douala,Bali,23.9,Inactif / Occasionnel
CUST11587,NGOUFO Flore,677144075,2021-08-04,Yaounde,Mimboman,30.3,Actif
CUST17245,hassan Flore,672409658,2021-08-05,Douala,Ndog-Bong,71.0,Actif
CUST10372,TRAORE Baudouin,684437458,2021-08-05,Yaounde,Briqueterie,33.7,Actif
CUST11432,STÉPHANE MBASSI,691259008,2021-08-06,Bafoussam,Famla,5.2,Actif
CUST10673,MAROUF Estelle,696268397,2021-08-06,Douala,Ndogpassi,67.2,Actif
CUST10204,Joëlle CISSE,670597444,2021-08-08,Douala,Deido,43.46415432929565,Actif
CUST10295,SERGE YAYA,630776478,2021-08-08,Bafoussam,Lekie,53.8,Actif
CUST10212,Armelle GARBA,684346088,2021-08-08,Yaounde,Mendong,28.4,Actif
CUST10467,Régine ABENA,696098221,2021-08-08,Douala,Nyalla,100.0,Actif
CUST10118,ALI Christian,663606628,2021-08-09,Yaounde,Nkomo,69.7,Actif
CUST17299,Fatima BARKA,615879578,2021-08-09,Bafoussam,Baham-Route,67.2,Actif
CUST11538,Moussa essama,617061037,2021-08-11,Douala,New-Bell,50.1,Actif
CUST10970,Patrick SOW,691029073,2021-08-11,Yaounde,Omnisport,31.4,Actif
CUST10499,Modibo MAROUF,667887757,2021-08-12,Douala,Beedi,44.4,Actif
CUST10635,ELA Aurelie,666390708,2021-08-13,Douala,New-Bell,22.2,Actif
CUST10045,IBRAHIM AKONO,615831819,2021-08-13,Bafoussam,Ngouache,43.46415432929565,Actif
CUST10508,Viviane DOUMBIA,678064830,2021-08-14,Yaounde,Mokolo,25.7,Actif
CUST10723,Stanislas NDONGO,624508768,2021-08-14,Douala,Makepe,74.9,Actif
CUST10026,Christiane AKONO,670291817,2021-08-15,Bafoussam,Ndiengdam,47.7,Actif
CUST12002,Achille NGANSO,698707076,2021-08-15,Bafoussam,Kamkop,28.5,Actif
CUST11807,Moussa ESSAMA,681673763,2021-08-16,Douala,Kotto,22.6,Actif
CUST11195,KOLLO Stéphane,688862539,2021-08-17,Douala,Bepanda,27.0,Inactif / Occasionnel
CUST11662,KONE Saidou,694183695,2021-08-17,Douala,Bonamoussadi,18.5,Actif
CUST11606,VIVIANE TAMBA,625458308,2021-08-19,Douala,Bonamoussadi,30.0,Actif
CUST10703,Thierry keita,636757737,2021-08-19,Douala,Makepe,19.8,Actif
CUST10192,ATEBA Gaston,680823176,2021-08-19,Douala,PK12,31.5,Actif
CUST10438,Djeneba DIBOTI,665337219,2021-08-19,Douala,Ndog-Bong,54.8,Actif
CUST10081,NJIEMOUN Ghislain,632969840,2021-08-20,Douala,Deido,43.46415432929565,Actif
CUST10052,ACHILLE NGUEFACK,649349722,2021-08-21,Douala,Akwa,52.9,Actif
CUST11168,MBOCK Norbert,685957578,2021-08-22,Douala,Village,31.5,Actif
CUST11339,ALI Viviane,635475673,2021-08-22,Bafoussam,Tamdja,41.3,Actif
CUST10086,KOLLO Flore,660929647,2021-08-24,Yaounde,Santa Barbara,43.46415432929565,Actif
CUST10000,NGOUFO Aminata,695822412,2021-08-24,Yaounde,Mimboman,8.7,Actif
CUST10413,TCHAMBA Therese,683227889,2021-08-24,Douala,Ndogpassi,65.0,Actif
CUST11175,MONGO Paul,693176117,2021-08-26,Yaounde,Tsinga,11.8,Actif
CUST10341,Paul ABENA,627566185,2021-08-26,Yaounde,Madagascar,39.0,Actif
CUST10569,Aminata MBOA,676354180,2021-08-26,Bafoussam,Ndiengdam,50.2,Actif
CUST10051,FLORE TCHOUPO,684093639,2021-08-26,Douala,Nkolmesseng,100.0,Actif
CUST11436,Marcel bilong,697874085,2021-08-26,Bafoussam,Bamendzi,16.2,Actif
CUST11592,Josephine BARKA,663293990,2021-08-29,Douala,Mboppi,23.1,Inactif / Occasionnel
CUST11032,Sylvain etoundi,645843681,2021-08-29,Douala,Beedi,66.1,Actif
CUST10825,Ornella ETOA,654398056,2021-08-30,Yaounde,Mendong,11.0,Actif
CUST10500,Boubacar FOTSO,619391725,2021-08-30,Yaounde,Biyem-Assi,9.7,Actif
CUST10531,Franck ALI,667698610,2021-08-30,Yaounde,Briqueterie,43.46415432929565,Actif
CUST10378,Fatoumata COULIBALY,625492573,2021-09-01,Bafoussam,Mossap,15.2,Actif
CUST10444,Christiane ABATE,643308443,2021-09-01,Bafoussam,Mossap,87.2,Actif
CUST11104,JOSEPHINE CAMARA,673481797,2021-09-01,Douala,Deido,21.7,Actif
CUST11832,HONORÉ FEZE,679244185,2021-09-01,Yaounde,Mendong,56.8,Actif
CUST11177,Didier belinga,676795767,2021-09-01,Yaounde,Mendong,59.7,Actif
CUST11752,Edith TRAORE,689865081,2021-09-02,Douala,Ndog-Bong,77.3,Actif
CUST11519,Vanessa FEUDJIO,663792364,2021-09-02,Douala,Ndokotti,66.0,Inactif / Occasionnel
CUST11663,Mariama KENFACK,652431444,2021-09-02,Douala,Ndokotti,46.3,Actif
CUST11328,Armel AKONO,669686067,2021-09-04,Douala,Deido,47.2,Actif
CUST12070,HONORÉ ABENA,636867482,2021-09-04,Bafoussam,Centre Ville,9.4,Actif
CUST10937,Viviane DJOKAM,689160218,2021-09-05,Douala,Ndokotti,33.3,Actif
CUST10340,ETOA Flore,663121477,2021-09-06,Douala,Ndogpassi,45.3,Inactif / Occasionnel
CUST10603,ISABELLE ESSOH,643183955,2021-09-07,Douala,Ndog-Bong,29.8,Actif
CUST10073,Abdou WAMBA,657683626,2021-09-07,Douala,PK8,26.9,Actif
CUST11007,LUC BALDE,683832717,2021-09-08,Yaounde,Obili,45.4,Actif
CUST17129,Carine ONANA,671315464,2021-09-09,Yaounde,Biyem-Assi,84.1,Actif
